# entry|column|replacementLength|symbols|observedCount
FREE_INITIAL|2|6|H3,K,H2,H2,H2,H1|1
FREE_INITIAL|2|6|H3,K,H4,J,J,Q|1
FREE_INITIAL|2|6|H3,K,J,A,A,A|1
FREE_INITIAL|2|6|H3,K,K,H4,H4,H4|1
FREE_INITIAL|2|6|H3,K,T,T,H1,H4|1
FREE_INITIAL|2|6|H3,Q,H1,J,X7,A|1
FREE_INITIAL|2|6|H3,T,A,K,K,H5|1
FREE_INITIAL|2|6|H3,T,H4,K,K,H5|1
FREE_INITIAL|2|6|H3,T,K,Q,J,A|1
FREE_INITIAL|2|6|H4,A,H5,H5,H2,H2|1
FREE_INITIAL|2|6|H4,A,J,Q,T,H2|1
FREE_INITIAL|2|6|H4,A,Q,H2,H2,H2|1
FREE_INITIAL|2|6|H4,H1,A,T,J,H2|1
FREE_INITIAL|2|6|H4,H1,H1,H1,H1,H5|1
FREE_INITIAL|2|6|H4,H1,H3,H5,Q,T|1
FREE_INITIAL|2|6|H4,H1,K,T,Q,H5|1
FREE_INITIAL|2|6|H4,H2,H5,H3,H3,H1|1
FREE_INITIAL|2|6|H4,H2,J,T,Q,H1|1
FREE_INITIAL|2|6|H4,H2,Q,J,K,K|1
FREE_INITIAL|2|6|H4,H2,Q,K,H5,J|1
FREE_INITIAL|2|6|H4,H3,K,H5,H1,H1|1
FREE_INITIAL|2|6|H4,H3,K,K,H5,T|1
FREE_INITIAL|2|6|H4,H4,A,A,A,X5|1
FREE_INITIAL|2|6|H4,H4,H1,T,A,A|1
FREE_INITIAL|2|6|H4,H4,H2,H2,T,A|1
FREE_INITIAL|2|6|H4,H4,H2,H3,A,A|1
FREE_INITIAL|2|6|H4,H4,H3,Q,Q,A|1
FREE_INITIAL|2|6|H4,H4,H3,X7,A,K|1
FREE_INITIAL|2|6|H4,H4,H4,A,H3,K|1
FREE_INITIAL|2|6|H4,H4,H4,H4,H2,Q|1
FREE_INITIAL|2|6|H4,H4,H4,H4,H4,H4|1
FREE_INITIAL|2|6|H4,H4,H4,H4,J,H2|1
FREE_INITIAL|2|6|H4,H4,K,A,A,H3|1
FREE_INITIAL|2|6|H4,H4,K,H2,H2,A|1
FREE_INITIAL|2|6|H4,H4,Q,H5,H5,H3|1
FREE_INITIAL|2|6|H4,H4,T,Q,H2,K|1
FREE_INITIAL|2|6|H4,J,A,H5,T,H3|1
FREE_INITIAL|2|6|H4,J,H1,Q,H2,H2|1
FREE_INITIAL|2|6|H4,J,H3,H5,K,K|1
FREE_INITIAL|2|6|H4,J,J,J,J,T|1
FREE_INITIAL|2|6|H4,J,J,Q,A,H1|1
FREE_INITIAL|2|6|H4,J,Q,Q,Q,Q|1
FREE_INITIAL|2|6|H4,Q,A,J,H2,K|1
FREE_INITIAL|2|6|H4,Q,H1,H5,H5,T|1
FREE_INITIAL|2|6|H4,Q,H5,H3,H2,H1|1
FREE_INITIAL|2|6|H4,Q,J,J,T,H1|1
FREE_INITIAL|2|6|H4,Q,Q,K,T,T|1
FREE_INITIAL|2|6|H4,T,T,T,T,Scat|1
FREE_INITIAL|2|6|H5,A,A,H1,H1,H4|1
FREE_INITIAL|2|6|H5,A,K,T,H4,H3|1
FREE_INITIAL|2|6|H5,A,T,T,J,J|1
FREE_INITIAL|2|6|H5,H1,A,Q,Q,J|1
FREE_INITIAL|2|6|H5,H1,H1,H3,H3,H3|1
FREE_INITIAL|2|6|H5,H1,H1,H3,J,J|1
FREE_INITIAL|2|6|H5,H1,H4,H2,H2,K|1
FREE_INITIAL|2|6|H5,H1,K,Scat,H3,A|1
FREE_INITIAL|2|6|H5,H1,Q,H3,H3,H2|1
FREE_INITIAL|2|6|H5,H1,Q,K,H4,A|1
FREE_INITIAL|2|6|H5,H1,Q,Scat,T,J|1
FREE_INITIAL|2|6|H5,H2,H1,H3,H3,T|1
FREE_INITIAL|2|6|H5,H2,H2,H2,H3,Q|1
FREE_INITIAL|2|6|H5,H2,J,J,A,A|1
FREE_INITIAL|2|6|H5,H2,J,J,H1,Q|1
FREE_INITIAL|2|6|H5,H2,K,T,T,H1|1
FREE_INITIAL|2|6|H5,H3,H2,T,H1,H4|1
FREE_INITIAL|2|6|H5,H3,Q,H4,H4,J|1
FREE_INITIAL|2|6|H5,H4,H4,H4,H1,H3|1
FREE_INITIAL|2|6|H5,H4,K,X7,A,A|1
FREE_INITIAL|2|6|H5,H5,A,A,H1,H1|1
FREE_INITIAL|2|6|H5,H5,A,H1,H1,J|1
FREE_INITIAL|2|6|H5,H5,A,H3,Q,Q|1
FREE_INITIAL|2|6|H5,H5,H1,A,H2,H4|1
FREE_INITIAL|2|6|H5,H5,H2,A,K,H1|1
FREE_INITIAL|2|6|H5,H5,H3,H3,H1,H1|1
FREE_INITIAL|2|6|H5,H5,H4,A,X7,H1|1
FREE_INITIAL|2|6|H5,H5,H4,T,T,H2|1
FREE_INITIAL|2|6|H5,H5,H5,H1,J,K|1
FREE_INITIAL|2|6|H5,H5,H5,H1,X7,H3|1
FREE_INITIAL|2|6|H5,H5,H5,H4,H3,H3|1
FREE_INITIAL|2|6|H5,H5,H5,H5,H5,H5|1
FREE_INITIAL|2|6|H5,H5,Scat,H5,H5,T|1
FREE_INITIAL|2|6|H5,J,H3,H3,H1,H1|1
FREE_INITIAL|2|6|H5,J,J,A,A,A|1
FREE_INITIAL|2|6|H5,J,J,H4,H4,T|1
FREE_INITIAL|2|6|H5,J,J,J,H3,K|1
FREE_INITIAL|2|6|H5,J,J,K,T,H3|1
FREE_INITIAL|2|6|H5,J,J,Q,T,H2|1
FREE_INITIAL|2|6|H5,J,K,Q,Q,H4|1
FREE_INITIAL|2|6|H5,K,J,J,H3,H3|1
FREE_INITIAL|2|6|H5,K,K,J,T,H4|1
FREE_INITIAL|2|6|H5,K,K,K,K,J|1
FREE_INITIAL|2|6|H5,Q,H3,A,K,T|1
FREE_INITIAL|2|6|H5,Q,H4,H3,K,X7|1
FREE_INITIAL|2|6|H5,Q,Q,Q,Q,H4|1
FREE_INITIAL|2|6|H5,T,H1,H1,K,K|1
FREE_INITIAL|2|6|H5,T,H4,H4,H4,A|1
FREE_INITIAL|2|6|H5,T,K,H1,H3,Q|1
FREE_INITIAL|2|6|H5,T,Q,Q,H4,H2|1
FREE_INITIAL|2|6|H5,T,T,T,T,A|1
FREE_INITIAL|2|6|J,A,A,A,X15,H5|1
FREE_INITIAL|2|6|J,A,H1,H1,H4,H3|1
FREE_INITIAL|2|6|J,A,H5,H1,H1,H3|1
FREE_INITIAL|2|6|J,A,H5,H2,H2,H2|1
FREE_INITIAL|2|6|J,A,K,H2,H2,H2|1
FREE_INITIAL|2|6|J,A,K,K,Q,H2|1
FREE_INITIAL|2|6|J,A,T,T,T,X5|1
FREE_INITIAL|2|6|J,H1,H1,H3,K,A|1
FREE_INITIAL|2|6|J,H1,H4,T,T,T|1
FREE_INITIAL|2|6|J,H1,K,H4,Q,A|1
FREE_INITIAL|2|6|J,H1,X5,H5,H4,H4|1
FREE_INITIAL|2|6|J,H2,H2,H2,H5,K|1
FREE_INITIAL|2|6|J,H3,H3,H3,H3,H3|1
FREE_INITIAL|2|6|J,H3,H3,Q,T,K|1
FREE_INITIAL|2|6|J,H3,H5,H5,Q,Q|1
FREE_INITIAL|2|6|J,H3,T,K,H2,H2|1
FREE_INITIAL|2|6|J,H4,H3,A,A,K|1
FREE_INITIAL|2|6|J,H4,T,H2,H2,Q|1
FREE_INITIAL|2|6|J,H5,A,H4,Q,H2|1
FREE_INITIAL|2|6|J,H5,H2,H2,H1,A|1
FREE_INITIAL|2|6|J,H5,H5,H5,Q,K|1
FREE_INITIAL|2|6|J,H5,H5,K,H3,H3|1
FREE_INITIAL|2|6|J,H5,K,H2,T,H4|1
FREE_INITIAL|2|6|J,J,A,A,H4,H4|1
FREE_INITIAL|2|6|J,J,A,H3,H5,Scat|1
FREE_INITIAL|2|6|J,J,H2,H5,H5,Q|1
FREE_INITIAL|2|6|J,J,H3,H2,H5,T|1
FREE_INITIAL|2|6|J,J,H4,H4,Q,H2|1
FREE_INITIAL|2|6|J,J,H4,H5,H5,H5|1
FREE_INITIAL|2|6|J,J,H5,H5,A,H4|1
FREE_INITIAL|2|6|J,J,H5,K,H4,A|1
FREE_INITIAL|2|6|J,J,J,H2,H2,H2|1
FREE_INITIAL|2|6|J,J,J,J,H3,H3|1
FREE_INITIAL|2|6|J,J,J,J,J,T|2
FREE_INITIAL|2|6|J,J,K,H5,A,A|1
FREE_INITIAL|2|6|J,J,Q,Q,H5,H5|1
FREE_INITIAL|2|6|J,J,Q,X7,H5,K|1
FREE_INITIAL|2|6|J,J,T,A,A,Q|1
FREE_INITIAL|2|6|J,J,T,H4,H3,X7|1
FREE_INITIAL|2|6|J,J,T,T,Q,H3|1
FREE_INITIAL|2|6|J,K,H4,H1,H3,Q|1
FREE_INITIAL|2|6|J,K,H5,T,H4,Q|1
FREE_INITIAL|2|6|J,K,K,H2,H2,T|1
FREE_INITIAL|2|6|J,K,K,K,K,H2|1
FREE_INITIAL|2|6|J,K,Q,H5,H5,A|1
FREE_INITIAL|2|6|J,K,T,H4,H4,Q|1
FREE_INITIAL|2|6|J,Q,Q,H4,H3,T|1
FREE_INITIAL|2|6|J,Scat,A,H5,Q,H3|1
FREE_INITIAL|2|6|J,T,H1,X5,H4,H5|1
FREE_INITIAL|2|6|J,T,H2,H3,K,K|1
FREE_INITIAL|2|6|K,A,H1,J,Q,H4|1
FREE_INITIAL|2|6|K,H1,H1,H3,J,J|1
FREE_INITIAL|2|6|K,H1,H1,Q,T,H2|1
FREE_INITIAL|2|6|K,H1,J,H4,H3,Q|1
FREE_INITIAL|2|6|K,H1,J,J,Q,Q|1
FREE_INITIAL|2|6|K,H2,A,A,A,H1|1
FREE_INITIAL|2|6|K,H2,H2,H2,Q,H1|1
FREE_INITIAL|2|6|K,H2,H2,H2,T,J|1
FREE_INITIAL|2|6|K,H2,H2,H5,H5,H4|1
FREE_INITIAL|2|6|K,H3,H1,Q,H5,A|1
FREE_INITIAL|2|6|K,H3,H3,A,H4,H4|1
FREE_INITIAL|2|6|K,H3,H4,T,T,H5|1
FREE_INITIAL|2|6|K,H3,J,J,H2,Q|1
FREE_INITIAL|2|6|K,H4,H3,A,H5,H5|1
FREE_INITIAL|2|6|K,H4,H3,H3,T,T|1
FREE_INITIAL|2|6|K,H4,H4,T,H3,Q|1
FREE_INITIAL|2|6|K,H4,H5,Scat,H1,H1|1
FREE_INITIAL|2|6|K,H4,T,H5,H5,J|1
FREE_INITIAL|2|6|K,H5,A,A,A,H1|1
FREE_INITIAL|2|6|K,H5,H5,J,T,A|1
FREE_INITIAL|2|6|K,H5,H5,T,T,H1|1
FREE_INITIAL|2|6|K,H5,J,H3,T,Q|1
FREE_INITIAL|2|6|K,H5,Q,H4,J,H2|1
FREE_INITIAL|2|6|K,H5,T,A,H1,H1|1
FREE_INITIAL|2|6|K,J,A,H4,H4,Q|1
FREE_INITIAL|2|6|K,J,H2,H5,H1,H4|1
FREE_INITIAL|2|6|K,J,H3,H2,H5,A|1
FREE_INITIAL|2|6|K,J,J,H4,H3,H3|1
FREE_INITIAL|2|6|K,J,Q,H5,H4,A|1
FREE_INITIAL|2|6|K,K,A,H3,T,H1|1
FREE_INITIAL|2|6|K,K,A,H5,H4,H4|1
FREE_INITIAL|2|6|K,K,H1,Q,A,H2|1
FREE_INITIAL|2|6|K,K,H2,H5,H1,H1|1
FREE_INITIAL|2|6|K,K,H3,H1,H4,Q|1
FREE_INITIAL|2|6|K,K,K,A,A,A|1
FREE_INITIAL|2|6|K,K,K,H2,H5,H5|1
FREE_INITIAL|2|6|K,K,K,H4,H3,T|1
FREE_INITIAL|2|6|K,K,K,K,A,H3|1
FREE_INITIAL|2|6|K,K,K,K,J,J|1
FREE_INITIAL|2|6|K,K,K,Q,A,T|1
FREE_INITIAL|2|6|K,K,K,T,Scat,H1|1
FREE_INITIAL|2|6|K,K,Q,H5,J,J|1
FREE_INITIAL|2|6|K,K,Q,Q,H5,A|1
FREE_INITIAL|2|6|K,K,Scat,H3,H2,H5|1
FREE_INITIAL|2|6|K,Q,A,H3,H3,H4|1
FREE_INITIAL|2|6|K,Q,A,T,T,H3|1
FREE_INITIAL|2|6|K,Q,H2,H4,H4,T|1
FREE_INITIAL|2|6|K,Q,H4,H1,T,H2|1
FREE_INITIAL|2|6|K,T,A,Q,H5,H4|1
FREE_INITIAL|2|6|K,T,H1,A,H4,J|1
FREE_INITIAL|2|6|K,T,H2,H1,H4,J|1
FREE_INITIAL|2|6|K,T,H4,H5,A,A|1
FREE_INITIAL|2|6|K,T,H5,J,J,Scat|1
FREE_INITIAL|2|6|K,T,Scat,H3,Q,H5|1
FREE_INITIAL|2|6|K,T,T,T,Q,J|1
FREE_INITIAL|2|6|K,X5,H3,H2,H2,A|1
FREE_INITIAL|2|6|Q,A,A,A,A,A|1
FREE_INITIAL|2|6|Q,A,A,H3,H4,H4|1
FREE_INITIAL|2|6|Q,A,H5,H5,H4,H2|1
FREE_INITIAL|2|6|Q,A,T,T,H2,H2|1
FREE_INITIAL|2|6|Q,H1,A,K,H2,H2|1
FREE_INITIAL|2|6|Q,H1,H3,A,H4,J|1
FREE_INITIAL|2|6|Q,H1,K,H2,H3,H3|1
FREE_INITIAL|2|6|Q,H1,T,T,T,T|1
FREE_INITIAL|2|6|Q,H3,H1,H1,J,J|1
FREE_INITIAL|2|6|Q,H3,H3,H2,J,J|1
FREE_INITIAL|2|6|Q,H3,H3,H4,H2,H2|1
FREE_INITIAL|2|6|Q,H3,H4,T,H5,H2|1
FREE_INITIAL|2|6|Q,H3,J,J,K,K|1
FREE_INITIAL|2|6|Q,H4,H1,H3,H3,J|1
FREE_INITIAL|2|6|Q,H4,H1,T,A,A|1
FREE_INITIAL|2|6|Q,H4,H4,H4,J,H5|1
FREE_INITIAL|2|6|Q,H4,H4,H5,K,H3|1
FREE_INITIAL|2|6|Q,H5,A,A,A,J|1
FREE_INITIAL|2|6|Q,H5,H4,H2,J,H3|1
FREE_INITIAL|2|6|Q,H5,K,K,T,J|1
FREE_INITIAL|2|6|Q,J,H1,H5,T,A|1
FREE_INITIAL|2|6|Q,J,H2,H2,A,A|1
FREE_INITIAL|2|6|Q,J,J,H5,K,A|1
FREE_INITIAL|2|6|Q,J,J,J,H5,X7|1
FREE_INITIAL|2|6|Q,K,A,H5,H3,H3|1
FREE_INITIAL|2|6|Q,K,J,H5,H5,H2|1
FREE_INITIAL|2|6|Q,K,Scat,H5,H5,T|1
FREE_INITIAL|2|6|Q,Q,A,A,H5,H2|1
FREE_INITIAL|2|6|Q,Q,H1,Scat,H1,H1|1
FREE_INITIAL|2|6|Q,Q,H3,H3,H3,H3|1
FREE_INITIAL|2|6|Q,Q,H4,K,A,H2|1
FREE_INITIAL|2|6|Q,Q,H4,K,A,H3|1
FREE_INITIAL|2|6|Q,Q,H5,K,H1,H1|1
FREE_INITIAL|2|6|Q,Q,K,H2,T,H3|1
FREE_INITIAL|2|6|Q,Q,Q,H1,H1,T|1
FREE_INITIAL|2|6|Q,Q,Q,H2,H4,J|1
FREE_INITIAL|2|6|Q,Q,Q,H3,T,H2|1
FREE_INITIAL|2|6|Q,Q,Q,J,H2,T|1
FREE_INITIAL|2|6|Q,Q,Q,J,H5,H2|1
FREE_INITIAL|2|6|Q,Q,T,K,H4,X7|1
FREE_INITIAL|2|6|Q,Q,T,T,H2,H2|1
FREE_INITIAL|2|6|Q,Q,T,T,K,K|1
FREE_INITIAL|2|6|Q,T,A,A,J,J|1
FREE_INITIAL|2|6|Q,T,H3,H5,H5,H1|1
FREE_INITIAL|2|6|Q,T,H4,H1,A,A|1
FREE_INITIAL|2|6|Q,T,K,H2,H1,A|1
FREE_INITIAL|2|6|Scat,H1,H2,Q,A,K|1
FREE_INITIAL|2|6|Scat,H3,A,A,H5,H5|1
FREE_INITIAL|2|6|Scat,H5,H5,H1,H4,A|1
FREE_INITIAL|2|6|Scat,Q,H3,K,X7,H1|1
FREE_INITIAL|2|6|T,A,A,K,H5,H5|1
FREE_INITIAL|2|6|T,A,H4,H3,H3,H2|1
FREE_INITIAL|2|6|T,A,J,H2,Q,H1|1
FREE_INITIAL|2|6|T,H1,H1,J,J,H3|1
FREE_INITIAL|2|6|T,H1,H2,H2,H2,Q|1
FREE_INITIAL|2|6|T,H1,H4,H3,H3,H5|1
FREE_INITIAL|2|6|T,H1,K,H3,H4,A|1
FREE_INITIAL|2|6|T,H2,H2,H3,A,X7|1
FREE_INITIAL|2|6|T,H2,K,H1,H4,H4|1
FREE_INITIAL|2|6|T,H3,A,A,H1,H2|1
FREE_INITIAL|2|6|T,H3,A,K,K,J|1
FREE_INITIAL|2|6|T,H3,H3,H3,A,A|1
FREE_INITIAL|2|6|T,H3,H3,H3,K,H4|1
FREE_INITIAL|2|6|T,H3,H5,J,A,Q|1
FREE_INITIAL|2|6|T,H4,H4,H4,H2,A|1
FREE_INITIAL|2|6|T,H4,H5,H5,H5,H1|1
FREE_INITIAL|2|6|T,H5,H2,A,A,H4|1
FREE_INITIAL|2|6|T,H5,Scat,A,H4,H3|1
FREE_INITIAL|2|6|T,J,H4,A,H1,H1|1
FREE_INITIAL|2|6|T,J,J,Q,Q,H2|1
FREE_INITIAL|2|6|T,K,A,H4,H5,H5|1
FREE_INITIAL|2|6|T,K,K,H2,H5,H5|1
FREE_INITIAL|2|6|T,K,K,K,H4,H4|1
FREE_INITIAL|2|6|T,K,Q,H4,H4,J|1
FREE_INITIAL|2|6|T,Q,J,H2,K,K|1
FREE_INITIAL|2|6|T,Q,K,H5,H5,Scat|1
FREE_INITIAL|2|6|T,Q,K,K,K,H3|1
FREE_INITIAL|2|6|T,T,H2,H5,J,X5|1
FREE_INITIAL|2|6|T,T,H4,H4,H1,H1|1
FREE_INITIAL|2|6|T,T,J,J,H5,Q|1
FREE_INITIAL|2|6|T,T,K,H1,H1,H1|1
FREE_INITIAL|2|6|T,T,K,J,H2,H5|1
FREE_INITIAL|2|6|T,T,Q,J,J,H3|1
FREE_INITIAL|2|6|T,T,Q,K,K,H2|1
FREE_INITIAL|2|6|T,T,T,H1,H4,H4|1
FREE_INITIAL|2|6|T,T,T,T,J,K|1
FREE_INITIAL|2|6|X15,H4,H5,K,Q,H1|1
FREE_INITIAL|2|6|X5,A,H1,H2,H4,H4|1
FREE_INITIAL|2|6|X5,A,K,K,J,J|1
FREE_INITIAL|2|6|X5,H2,T,H4,H4,H5|1
FREE_INITIAL|2|6|X5,H3,H1,H5,J,A|1
FREE_INITIAL|2|6|X5,H4,H1,T,H3,J|1
FREE_INITIAL|2|6|X5,H5,J,K,K,K|1
FREE_INITIAL|2|6|X7,H1,H1,H2,H5,H5|1
FREE_INITIAL|2|6|X7,H4,H3,J,H1,H1|1
FREE_INITIAL|3|6|A,A,A,A,A,H1|1
FREE_INITIAL|3|6|A,A,A,H3,T,T|1
FREE_INITIAL|3|6|A,A,H3,H3,H2,H2|1
FREE_INITIAL|3|6|A,A,J,K,H2,H1|1
FREE_INITIAL|3|6|A,A,T,J,H5,K|1
FREE_INITIAL|3|6|A,A,T,Q,H5,H2|1
FREE_INITIAL|3|6|A,A,T,T,Scat,H4|1
FREE_INITIAL|3|6|A,H1,H3,H3,H5,H5|1
FREE_INITIAL|3|6|A,H1,T,T,T,J|1
FREE_INITIAL|3|6|A,H2,H1,H1,K,H5|1
FREE_INITIAL|3|6|A,H2,H2,H1,H1,J|1
FREE_INITIAL|3|6|A,H2,H2,H2,H5,H4|1
FREE_INITIAL|3|6|A,H2,H2,H3,K,K|1
FREE_INITIAL|3|6|A,H2,H3,H3,H5,H1|1
FREE_INITIAL|3|6|A,H3,H3,H1,H1,H2|1
FREE_INITIAL|3|6|A,H3,J,T,H1,K|1
FREE_INITIAL|3|6|A,H5,H2,H4,H4,J|1
FREE_INITIAL|3|6|A,H5,H4,Q,K,H2|1
FREE_INITIAL|3|6|A,H5,J,H4,H1,T|1
FREE_INITIAL|3|6|A,H5,Q,H3,H1,H1|1
FREE_INITIAL|3|6|A,H5,T,H2,K,K|1
FREE_INITIAL|3|6|A,H5,T,K,H1,Q|1
FREE_INITIAL|3|6|A,H5,T,Q,H4,J|1
FREE_INITIAL|3|6|A,J,H1,H1,H1,H4|1
FREE_INITIAL|3|6|A,J,J,H2,H2,H2|1
FREE_INITIAL|3|6|A,J,K,K,K,H5|1
FREE_INITIAL|3|6|A,J,T,H4,Q,H5|1
FREE_INITIAL|3|6|A,J,T,T,H1,X5|1
FREE_INITIAL|3|6|A,K,H4,H1,H1,J|1
FREE_INITIAL|3|6|A,Q,H1,H1,X5,H5|1
FREE_INITIAL|3|6|A,Q,H5,H5,J,J|1
FREE_INITIAL|3|6|A,Q,K,H3,T,H2|1
FREE_INITIAL|3|6|A,Q,Q,H4,H3,X5|1
FREE_INITIAL|3|6|A,T,Q,H2,H3,J|1
FREE_INITIAL|3|6|A,T,T,H5,H3,H4|1
FREE_INITIAL|3|6|H1,A,A,A,H3,H3|1
FREE_INITIAL|3|6|H1,A,A,A,K,K|1
FREE_INITIAL|3|6|H1,A,A,H3,J,T|1
FREE_INITIAL|3|6|H1,A,A,K,H3,T|1
FREE_INITIAL|3|6|H1,A,H4,H4,H3,J|1
FREE_INITIAL|3|6|H1,A,H5,H5,Q,H3|1
FREE_INITIAL|3|6|H1,A,K,K,H5,H4|1
FREE_INITIAL|3|6|H1,A,K,K,K,H2|1
FREE_INITIAL|3|6|H1,A,Q,H3,H3,H3|1
FREE_INITIAL|3|6|H1,H1,A,A,H2,H2|1
FREE_INITIAL|3|6|H1,H1,A,H4,Q,Q|1
FREE_INITIAL|3|6|H1,H1,H1,H1,A,H3|1
FREE_INITIAL|3|6|H1,H1,H1,H1,H1,H1|1
FREE_INITIAL|3|6|H1,H1,H1,H1,H4,H5|1
FREE_INITIAL|3|6|H1,H1,H1,H2,H2,H2|1
FREE_INITIAL|3|6|H1,H1,H1,H3,A,H4|1
FREE_INITIAL|3|6|H1,H1,H1,H4,Q,H3|1
FREE_INITIAL|3|6|H1,H1,H2,K,A,H5|1
FREE_INITIAL|3|6|H1,H1,H3,A,A,H4|1
FREE_INITIAL|3|6|H1,H1,H3,H3,H4,Q|1
FREE_INITIAL|3|6|H1,H1,H3,H5,K,H2|1
FREE_INITIAL|3|6|H1,H1,H4,K,Q,A|1
FREE_INITIAL|3|6|H1,H1,H4,K,Q,H2|1
FREE_INITIAL|3|6|H1,H1,K,H4,H4,H4|1
FREE_INITIAL|3|6|H1,H1,K,Q,A,H3|1
FREE_INITIAL|3|6|H1,H1,Q,K,K,K|1
FREE_INITIAL|3|6|H1,H2,A,A,J,H3|1
FREE_INITIAL|3|6|H1,H2,H2,H2,Q,K|1
FREE_INITIAL|3|6|H1,H2,H2,H3,K,Q|1
FREE_INITIAL|3|6|H1,H4,H2,J,J,J|1
FREE_INITIAL|3|6|H1,H4,H4,H3,H3,Q|1
FREE_INITIAL|3|6|H1,H4,Q,J,T,T|1
FREE_INITIAL|3|6|H1,H4,Q,K,J,H2|1
FREE_INITIAL|3|6|H1,H5,A,H2,Q,K|1
FREE_INITIAL|3|6|H1,H5,H5,A,X5,H2|1
FREE_INITIAL|3|6|H1,H5,H5,J,T,A|1
FREE_INITIAL|3|6|H1,H5,H5,Q,H2,H4|1
FREE_INITIAL|3|6|H1,H5,J,T,H3,A|1
FREE_INITIAL|3|6|H1,H5,K,K,J,H2|1
FREE_INITIAL|3|6|H1,H5,K,Q,Q,T|1
FREE_INITIAL|3|6|H1,H5,Q,Q,Q,T|1
FREE_INITIAL|3|6|H1,J,J,H3,A,A|1
FREE_INITIAL|3|6|H1,J,K,A,A,A|1
FREE_INITIAL|3|6|H1,J,T,K,Q,Q|1
FREE_INITIAL|3|6|H1,K,A,H4,H3,J|1
FREE_INITIAL|3|6|H1,K,J,J,H3,X7|1
FREE_INITIAL|3|6|H1,K,K,H5,X5,T|1
FREE_INITIAL|3|6|H1,Q,H5,J,T,H2|1
FREE_INITIAL|3|6|H1,Q,T,T,X7,H2|1
FREE_INITIAL|3|6|H1,T,H2,A,H5,H5|1
FREE_INITIAL|3|6|H1,T,H3,H5,J,J|1
FREE_INITIAL|3|6|H1,T,H5,H3,H3,K|1
FREE_INITIAL|3|6|H1,T,K,K,J,H4|1
FREE_INITIAL|3|6|H1,T,T,K,Q,Q|1
FREE_INITIAL|3|6|H2,A,A,A,H5,K|1
FREE_INITIAL|3|6|H2,A,A,H3,H3,H3|1
FREE_INITIAL|3|6|H2,A,H3,H3,T,K|1
FREE_INITIAL|3|6|H2,H1,H4,H4,T,T|1
FREE_INITIAL|3|6|H2,H1,J,H5,H3,H4|1
FREE_INITIAL|3|6|H2,H1,T,K,H5,A|1
FREE_INITIAL|3|6|H2,H1,T,T,K,K|1
FREE_INITIAL|3|6|H2,H2,A,A,A,Scat|1
FREE_INITIAL|3|6|H2,H2,H1,H1,H1,T|1
FREE_INITIAL|3|6|H2,H2,H1,H3,H4,K|1
FREE_INITIAL|3|6|H2,H2,H2,A,Q,H5|1
FREE_INITIAL|3|6|H2,H2,H2,H1,A,K|1
FREE_INITIAL|3|6|H2,H2,H2,H2,A,A|1
FREE_INITIAL|3|6|H2,H2,H2,H2,H2,T|1
FREE_INITIAL|3|6|H2,H2,H2,H3,T,H4|1
FREE_INITIAL|3|6|H2,H2,H2,J,H4,H4|1
FREE_INITIAL|3|6|H2,H2,H2,K,K,T|1
FREE_INITIAL|3|6|H2,H2,H3,H3,H3,A|1
FREE_INITIAL|3|6|H2,H2,H4,H4,Q,Q|1
FREE_INITIAL|3|6|H2,H2,K,H1,A,H3|1
FREE_INITIAL|3|6|H2,H2,K,K,T,J|1
FREE_INITIAL|3|6|H2,H2,K,Scat,H1,H1|1
FREE_INITIAL|3|6|H2,H2,Scat,K,X15,H4|1
FREE_INITIAL|3|6|H2,H2,X5,Q,H5,T|1
FREE_INITIAL|3|6|H2,H3,A,K,T,H4|1
FREE_INITIAL|3|6|H2,H3,H1,H5,H4,A|1
FREE_INITIAL|3|6|H2,H3,H3,T,T,T|1
FREE_INITIAL|3|6|H2,H3,Q,J,T,H1|1
FREE_INITIAL|3|6|H2,H4,H4,H4,H4,H4|1
FREE_INITIAL|3|6|H2,H4,H4,J,H1,H1|1
FREE_INITIAL|3|6|H2,H4,H4,J,J,H1|1
FREE_INITIAL|3|6|H2,H4,H5,H5,H3,H3|1
FREE_INITIAL|3|6|H2,H5,A,H1,H1,H3|1
FREE_INITIAL|3|6|H2,H5,H5,A,K,X15|1
FREE_INITIAL|3|6|H2,H5,H5,H3,H1,H1|1
FREE_INITIAL|3|6|H2,H5,H5,H5,H5,H3|1
FREE_INITIAL|3|6|H2,H5,Q,Q,J,H3|1
FREE_INITIAL|3|6|H2,H5,T,H3,H3,J|1
FREE_INITIAL|3|6|H2,J,H4,T,H1,H1|1
FREE_INITIAL|3|6|H2,J,J,J,A,H3|1
FREE_INITIAL|3|6|H2,J,J,K,H1,H1|1
FREE_INITIAL|3|6|H2,J,K,K,Q,H4|1
FREE_INITIAL|3|6|H2,J,T,H3,H1,A|1
FREE_INITIAL|3|6|H2,K,A,H3,H3,H3|1
FREE_INITIAL|3|6|H2,K,A,H3,T,T|1
FREE_INITIAL|3|6|H2,K,K,K,Q,H5|1
FREE_INITIAL|3|6|H2,K,T,T,T,H5|1
FREE_INITIAL|3|6|H2,Q,H1,H1,T,A|1
FREE_INITIAL|3|6|H2,Q,H4,H4,K,X7|1
FREE_INITIAL|3|6|H2,Q,H5,J,K,A|1
FREE_INITIAL|3|6|H2,Q,Q,H5,H3,K|1
FREE_INITIAL|3|6|H2,T,H4,K,K,Q|1
